Item_FatContent,Item_Weight,Total_Sales,Outlet_Type,Rating,Outlet_Size,Outlet_LocationType,Outlet_Identifier,Item_Type,Item_Identifier,Outlet_EstablishmentYear,Item_Visibility
Regular,,199.9084,SupermarketType3,4.5,Medium,Tier3,OUT027,SnackFoods,FDF34,1998,0.013951504
Regular,,173.7054,SupermarketType3,4.5,Medium,Tier3,OUT027,SoftDrinks,DRC36,1998,0.044767032
lowfat,,50.0034,SupermarketType3,4.5,Medium,Tier3,OUT027,BakingGoods,FDW24,1998,0.037315469
lowfat,,102.3332,SupermarketType3,4.5,Medium,Tier3,OUT027,Breads,FDQ23,1998,0.024407061
lowfat,,133.7942,SupermarketType3,4.5,Medium,Tier3,OUT027,HealthandHygiene,NCS05,1998,0.020876485
reg,,120.944,SupermarketType3,4.5,Medium,Tier3,OUT027,Dairy,FDT26,1998,0.067624438
LowFat,8.93,53.8614,SupermarketType1,4.4,High,Tier3,OUT013,Household,NCD19,2000,0
LowFat,,87.6198,SupermarketType3,4.4,Medium,Tier3,OUT027,SnackFoods,FDB34,1998,0.026480954
LowFat,8.365,38.0506,SupermarketType1,4.4,Medium,Tier1,OUT049,HardDrinks,DRK35,2012,0.071958197
Regular,8.75,187.4556,SupermarketType1,4.4,Small,Tier2,OUT035,FruitsandVegetables,FDB56,2017,0.07461309
LowFat,19.75,212.0902,SupermarketType2,4.4,Medium,Tier3,OUT018,SnackFoods,FDP09,2022,0.034027909
LowFat,7.855,188.5188,SupermarketType2,4.4,Medium,Tier3,OUT018,Canned,FDG02,2022,0.011307038
Regular,11.8,151.4366,SupermarketType1,4.4,High,Tier3,OUT013,Meat,FDM15,2000,0.057373797
Regular,,165.7526,GroceryStore,4.4,Small,Tier1,OUT019,FruitsandVegetables,FDO08,1998,0.09415375
LowFat,16.35,50.1324,SupermarketType2,4.4,Medium,Tier3,OUT018,FruitsandVegetables,FDT43,2022,0.020631654
LowFat,,177.937,SupermarketType3,4.4,Medium,Tier3,OUT027,BakingGoods,FDI24,1998,0.078362484
Regular,,118.7782,GroceryStore,4.4,Small,Tier1,OUT019,SnackFoods,FDS46,1998,0.082741482
Regular,9.285,246.4144,SupermarketType1,4.4,Small,Tier2,OUT017,FrozenFoods,FDG28,2020,0.049559042
LowFat,7.975,85.225,SupermarketType1,4.4,High,Tier3,OUT013,BakingGoods,FDG24,2000,0.014618973
LowFat,6.59,85.6908,SupermarketType1,4.4,High,Tier3,OUT013,FruitsandVegetables,FDQ56,2000,0.10550944
LowFat,6.445,92.6436,SupermarketType1,4.4,Small,Tier1,OUT046,BakingGoods,FDX23,2010,0.029691762
Regular,6.11,130.4968,SupermarketType1,4.4,Small,Tier1,OUT046,FruitsandVegetables,FDR44,2010,0.102920886
Regular,20.25,184.5924,SupermarketType1,4.4,Small,Tier1,OUT046,Canned,FDU01,2010,0.011995271
Regular,20.85,105.6648,SupermarketType1,4.4,Small,Tier2,OUT045,Breads,FDP59,2015,0.056580228
LowFat,18.85,129.2626,SupermarketType1,4.4,Small,Tier2,OUT017,HealthandHygiene,NCV17,2020,0.01619866
LowFat,13.1,117.3782,SupermarketType1,4.4,Small,Tier1,OUT046,Dairy,FDZ15,2010,0.020870744
LowFat,5.985,184.8924,SupermarketType1,4.4,Small,Tier2,OUT045,BakingGoods,FDA36,2015,0.005677876
LowFat,16.35,163.8842,GroceryStore,4.4,Small,Tier3,OUT010,Meat,FDV51,2011,0.054463442
LowFat,,151.3024,GroceryStore,4.4,Small,Tier1,OUT019,HealthandHygiene,NCT41,1998,0.098031771
LowFat,12.15,117.815,SupermarketType1,4.4,Medium,Tier2,OUT017,Household,NCK54,2020,0
LowFat,8.895,208.9954,SupermarketType1,4.4,Medium,Tier1,OUT049,FrozenFoods,FDE16,2012,0.026384672
LF,,106.928,SupermarketType3,4.4,Medium,Tier3,OUT027,FrozenFoods,FDE53,1998,0.026749991
LowFat,15.35,145.047,SupermarketType1,4.4,Small,Tier2,OUT035,Others,NCL19,2017,0.015673267
Regular,,189.9214,SupermarketType3,4.4,Medium,Tier3,OUT027,FruitsandVegetables,FDT32,1998,0.065316099
LowFat,,183.4266,SupermarketType3,4.4,Medium,Tier3,OUT027,SnackFoods,FDC46,1998,0.115978122
LowFat,,182.0318,SupermarketType3,4.4,Medium,Tier3,OUT027,SnackFoods,FDS10,1998,0.0350152
LowFat,,241.8854,SupermarketType3,4.4,Medium,Tier3,OUT027,Dairy,FDC04,1998,0.044767801
LowFat,5.82,171.379,SupermarketType2,4.4,Medium,Tier3,OUT018,Household,NCJ30,2022,0.080968973
Regular,,83.1276,SupermarketType3,4.4,Medium,Tier3,OUT027,Meat,FDQ15,1998,0.150341867
Regular,,154.6314,SupermarketType3,4.4,Medium,Tier3,OUT027,Canned,FDV01,1998,0
Regular,7.42,184.8582,SupermarketType1,4.4,Small,Tier2,OUT035,Seafood,FDJ57,2017,0.021569566
LowFat,7.67,33.1216,SupermarketType1,4.4,Small,Tier1,OUT046,Household,NCE31,2010,0.184843579
LowFat,9.5,110.4228,SupermarketType1,4.4,Medium,Tier2,OUT017,FruitsandVegetables,FDV07,2020,0
LowFat,16,143.2154,SupermarketType1,4.4,Medium,Tier2,OUT045,Dairy,FDD04,2015,0.090153756
LF,19.1,172.4422,SupermarketType1,4.4,Medium,Tier1,OUT049,Household,NCC18,2012,0.177545624
LF,7.39,145.147,SupermarketType1,4.4,Medium,Tier1,OUT049,Others,NCL31,2012,0.120467994
LF,6.48,148.2076,SupermarketType1,4.4,Medium,Tier1,OUT049,SnackFoods,FDA33,2012,0.033952603
LowFat,13.65,229.4668,SupermarketType1,4.4,Medium,Tier1,OUT049,Breads,FDT59,2012,0
LowFat,9.3,144.9786,SupermarketType1,4.4,Medium,Tier1,OUT049,Canned,FDE26,2012,0.089144149
LowFat,13,76.3986,SupermarketType1,4.4,Medium,Tier1,OUT049,Canned,FDB50,2012,0.153857402
LowFat,12.15,211.9928,SupermarketType1,4.4,Medium,Tier1,OUT049,FrozenFoods,FDC17,2012,0.015484763
LowFat,12.5,103.899,SupermarketType1,4.4,Medium,Tier1,OUT049,FruitsandVegetables,FDM44,2012,0.031097948
LowFat,8.26,113.3834,SupermarketType1,4.4,Medium,Tier1,OUT049,HardDrinks,DRI11,2012,0.034457776
LowFat,19.7,125.9362,SupermarketType1,4.4,Medium,Tier1,OUT049,HardDrinks,DRL47,2012,0
LowFat,14.6,197.1084,SupermarketType1,4.4,Medium,Tier1,OUT049,Household,NCB30,2012,0.025742955
LowFat,18.35,222.7746,SupermarketType1,4.4,Medium,Tier1,OUT049,Household,NCI18,2012,0.014045832
LowFat,20.7,150.7366,SupermarketType1,4.4,Medium,Tier1,OUT049,Household,NCP06,2012,0.039306822
LowFat,11.15,65.0142,SupermarketType1,4.4,Medium,Tier1,OUT049,Others,NCO02,2012,0
LowFat,13.5,190.9872,SupermarketType1,4.4,Medium,Tier1,OUT049,SoftDrinks,DRE37,2012,0.094366079
LowFat,13.85,143.1154,SupermarketType1,4.4,Medium,Tier1,OUT049,SoftDrinks,DRD24,2012,0.030842963
LowFat,15.5,43.677,SupermarketType1,4.4,Medium,Tier1,OUT049,SoftDrinks,DRL37,2012,0.053455158
Regular,8.895,208.8296,SupermarketType1,4.4,Medium,Tier1,OUT049,BakingGoods,FDJ12,2012,0.039101813
Regular,16,183.5634,SupermarketType1,4.4,Medium,Tier1,OUT049,BakingGoods,FDX11,2012,0.106918052
Regular,19.35,165.3184,SupermarketType1,4.4,Medium,Tier1,OUT049,BakingGoods,FDJ60,2012,0.062625641
Regular,20.25,240.3538,SupermarketType1,4.4,Medium,Tier1,OUT049,BakingGoods,FDB37,2012,0.022976493
Regular,10.895,121.873,SupermarketType1,4.4,Medium,Tier1,OUT049,Dairy,FDC51,2012,0.009636821
Regular,18.25,155.663,SupermarketType1,4.4,Medium,Tier1,OUT049,Dairy,FDY15,2012,0.171093639
Regular,7.825,155.2288,SupermarketType1,4.4,Medium,Tier1,OUT049,FrozenFoods,FDV04,2012,0.150248468
Regular,8.75,187.6556,SupermarketType1,4.4,Medium,Tier1,OUT049,FruitsandVegetables,FDB56,2012,0.074743226
Regular,12.5,91.7488,SupermarketType1,4.4,Medium,Tier1,OUT049,FruitsandVegetables,FDY20,2012,0.081879864
Regular,16.25,152.4682,SupermarketType1,4.4,Medium,Tier1,OUT049,FruitsandVegetables,FDK32,2012,0.049051717
Regular,16.5,102.1332,SupermarketType1,4.4,Medium,Tier1,OUT049,FruitsandVegetables,FDP44,2012,0.079837509
Regular,17.75,140.3838,SupermarketType1,4.4,Medium,Tier1,OUT049,FruitsandVegetables,FDS32,2012,0.029700018
Regular,20.6,187.7556,SupermarketType1,4.4,Medium,Tier1,OUT049,FruitsandVegetables,FDG09,2012,0.048010812
Regular,6.155,213.356,SupermarketType1,4.4,Medium,Tier1,OUT049,Meat,FDW51,2012,0.094807042
Regular,11.35,102.6016,SupermarketType1,4.4,Medium,Tier1,OUT049,SnackFoods,FDK58,2012,0.045052492
Regular,13.35,179.466,SupermarketType1,4.4,Medium,Tier1,OUT049,SnackFoods,FDA09,2012,0.149598628
Regular,16.85,110.0544,SupermarketType1,4.4,Medium,Tier1,OUT049,SnackFoods,FDM58,2012,0
Regular,6.11,43.0086,SupermarketType1,4.4,Medium,Tier1,OUT049,SoftDrinks,DRM49,2012,0
Regular,8.27,183.6924,SupermarketType1,4.4,Medium,Tier1,OUT049,SoftDrinks,DRA59,2012,0.128126825
Regular,7.6,172.3448,SupermarketType1,4.4,Medium,Tier1,OUT049,StarchyFoods,FDD47,2012,0.142632186
reg,8.575,195.3794,SupermarketType1,4.4,Medium,Tier1,OUT049,Dairy,FDC03,2012,0.071958197
reg,10.5,218.4508,SupermarketType1,4.4,Medium,Tier1,OUT049,FruitsandVegetables,FDU31,2012,0.02502991
LF,,92.4462,GroceryStore,4.4,Small,Tier1,OUT019,BakingGoods,FDX24,1998,0.024387984
LowFat,,42.2138,GroceryStore,4.4,Small,Tier1,OUT019,Dairy,DRG27,1998,0.184035253
LowFat,,149.0076,GroceryStore,4.4,Small,Tier1,OUT019,FrozenFoods,FDF16,1998,0.150806666
LowFat,,227.801,GroceryStore,4.4,Small,Tier1,OUT019,FruitsandVegetables,FDH08,1998,0.030516069
LowFat,,113.1886,GroceryStore,4.4,Small,Tier1,OUT019,FruitsandVegetables,FDR08,1998,0.065872936
LowFat,,150.4366,GroceryStore,4.4,Small,Tier1,OUT019,FruitsandVegetables,FDU07,1998,0.104784329
LowFat,,120.8414,GroceryStore,4.4,Small,Tier1,OUT019,FruitsandVegetables,FDU32,1998,0.045465958
LowFat,,164.6526,GroceryStore,4.4,Small,Tier1,OUT019,HealthandHygiene,NCT53,1998,0.084245356
LowFat,,86.3882,GroceryStore,4.4,Small,Tier1,OUT019,Household,NCB19,1998,0.158096128
LowFat,,125.802,GroceryStore,4.4,Small,Tier1,OUT019,Meat,FDK43,1998,0.046994717
LowFat,,254.604,GroceryStore,4.4,Small,Tier1,OUT019,Others,NCL55,1998,0.113212516
LowFat,,214.756,GroceryStore,4.4,Small,Tier1,OUT019,SnackFoods,FDK33,1998,0.019671473
LowFat,,174.937,GroceryStore,4.4,Small,Tier1,OUT019,SnackFoods,FDX09,1998,0.114243048
LowFat,,81.825,GroceryStore,4.4,Small,Tier1,OUT019,SnackFoods,FDZ22,1998,0.079261744
Regular,,231.83,GroceryStore,4.4,Small,Tier1,OUT019,Dairy,FDY38,1998,0.208662546
Regular,,229.4668,GroceryStore,4.4,Small,Tier1,OUT019,FrozenFoods,FDE28,1998,0.232072674
Regular,,110.1544,GroceryStore,4.4,Small,Tier1,OUT019,FrozenFoods,FDP40,1998,0.060154968
Regular,,185.7608,GroceryStore,4.4,Small,Tier1,OUT019,Meat,FDY39,1998,0.08234117
Regular,,182.1608,GroceryStore,4.4,Small,Tier1,OUT019,SnackFoods,FDQ45,1998,0.019114349
Regular,,184.1924,GroceryStore,4.4,Small,Tier1,OUT019,StarchyFoods,FDE11,1998,0.23653561
lowfat,,44.2744,GroceryStore,4.4,Small,Tier1,OUT019,Dairy,FDD51,1998,0.210021713
LF,6.85,261.2594,SupermarketType1,4.4,Small,Tier1,OUT046,FrozenFoods,FDJ41,2010,0.02288328
LowFat,17.35,102.9016,SupermarketType1,4.4,Small,Tier1,OUT046,BakingGoods,FDP60,2010,0
LowFat,17.75,112.4544,SupermarketType1,4.4,Small,Tier1,OUT046,BakingGoods,FDZ48,2010,0.075959623
LowFat,5.78,163.5552,SupermarketType1,4.4,Small,Tier1,OUT046,Breads,FDU59,2010,0.096386227
LowFat,15.85,96.3094,SupermarketType1,4.4,Small,Tier1,OUT046,Canned,FDC50,2010,0.136497913
LowFat,19.1,42.5138,SupermarketType1,4.4,Small,Tier1,OUT046,Dairy,DRF03,2010,0.045308131
LowFat,13.3,151.3708,SupermarketType1,4.4,Small,Tier1,OUT046,FrozenFoods,FDT28,2010,0.06356617
LowFat,7.85,145.2444,SupermarketType1,4.4,Small,Tier1,OUT046,HardDrinks,DRN11,2010,0.162980276
LowFat,8.6,143.2154,SupermarketType1,4.4,Small,Tier1,OUT046,HealthandHygiene,NCI29,2010,0.032621545
LowFat,11.395,47.6034,SupermarketType1,4.4,Small,Tier1,OUT046,HealthandHygiene,NCA53,2010,0.009878459
LowFat,15.7,153.2024,SupermarketType1,4.4,Small,Tier1,OUT046,HealthandHygiene,NCT41,2010,0.055990291
LowFat,18.75,105.728,SupermarketType1,4.4,Small,Tier1,OUT046,HealthandHygiene,NCM53,2010,0.052040915
LowFat,19.1,41.9796,SupermarketType1,4.4,Small,Tier1,OUT046,Household,NCM30,2010,0.067295406
LowFat,12.15,123.773,SupermarketType1,4.4,Small,Tier1,OUT046,Others,NCN43,2010,0
LowFat,17.75,180.366,SupermarketType1,4.4,Small,Tier1,OUT046,Others,NCP43,2010,0.03050705
LowFat,6.48,146.9076,SupermarketType1,4.4,Small,Tier1,OUT046,SnackFoods,FDA33,2010,0.033899898
LowFat,17.5,102.999,SupermarketType1,4.4,Small,Tier1,OUT046,SnackFoods,FDP57,2010,0
LowFat,18.6,152.1366,SupermarketType1,4.4,Small,Tier1,OUT046,SnackFoods,FDE46,2010,0.015769693
LowFat,7.435,165.2158,SupermarketType1,4.4,Small,Tier1,OUT046,StarchyFoods,FDA22,2010,0.084452363
Regular,14,144.2812,SupermarketType1,4.4,Small,Tier1,OUT046,FrozenFoods,FDW40,2010,0.105145451
Regular,14.35,231.2984,SupermarketType1,4.4,Small,Tier1,OUT046,FrozenFoods,FDH05,2010,0.090913642
Regular,17.35,93.0804,SupermarketType1,4.4,Small,Tier1,OUT046,FrozenFoods,FDW16,2010,0.041474232
Regular,5.82,255.433,SupermarketType1,4.4,Small,Tier1,OUT046,FruitsandVegetables,FDT07,2010,0.077319079
Regular,8.96,196.4768,SupermarketType1,4.4,Small,Tier1,OUT046,FruitsandVegetables,FDC33,2010,0.06893834
Regular,6.985,184.9608,SupermarketType1,4.4,Small,Tier1,OUT046,Meat,FDO39,2010,0.137366883
Regular,5.59,63.2168,SupermarketType1,4.4,Small,Tier1,OUT046,SnackFoods,FDI21,2010,0.056602818
Regular,13.65,81.2302,SupermarketType1,4.4,Small,Tier1,OUT046,SnackFoods,FDW09,2010,0.025920816
Regular,13.8,231.1984,SupermarketType1,4.4,Small,Tier1,OUT046,SnackFoods,FDN58,2010,0.056872392
LF,9.8,101.7016,SupermarketType1,4.4,Medium,Tier2,OUT017,BakingGoods,FDA23,2020,0.047453947
LF,16.7,113.1886,SupermarketType1,4.4,Medium,Tier2,OUT017,Dairy,FDR02,2020,0.022190488
LowFat,12.3,35.6874,SupermarketType1,4.4,Medium,Tier2,OUT045,BakingGoods,FDT36,2015,0.111500259
LowFat,12.65,231.401,SupermarketType1,4.4,Medium,Tier2,OUT045,BakingGoods,FDQ12,2015,0.035482562
LowFat,4.635,127.0994,SupermarketType1,4.4,Medium,Tier2,OUT045,Breads,FDS23,2015,0.141174838
LowFat,9.3,64.6826,SupermarketType1,4.4,Medium,Tier2,OUT045,Breads,FDS35,2015,0.11144608
LowFat,10.195,34.5558,SupermarketType1,4.4,Medium,Tier2,OUT045,Breads,FDX59,2015,0.051766042
LowFat,7.55,152.934,SupermarketType1,4.4,Medium,Tier2,OUT045,Canned,FDF14,2015,0.027224917
LowFat,12.35,57.4246,SupermarketType1,4.4,Medium,Tier2,OUT045,Canned,FDU25,2015,0.026735372
LowFat,14.15,253.7014,SupermarketType1,4.4,Medium,Tier2,OUT045,Canned,FDT37,2015,0
LowFat,17.7,181.4292,SupermarketType1,4.4,Medium,Tier2,OUT045,Dairy,FDX26,2015,0.087986599
LowFat,17.85,149.105,SupermarketType1,4.4,Medium,Tier2,OUT045,FrozenFoods,FDX16,2015,0.06594351
LowFat,9.21,119.8414,SupermarketType1,4.4,Medium,Tier2,OUT045,FruitsandVegetables,FDA56,2015,0.008782561
LowFat,18.2,197.211,SupermarketType1,4.4,Medium,Tier2,OUT045,FruitsandVegetables,FDP07,2015,0.090084098
LowFat,8.85,106.7964,SupermarketType1,4.4,Small,Tier2,OUT045,Household,NCD43,2015,0.016052446
LowFat,17.1,166.4842,SupermarketType1,4.4,Small,Tier2,OUT045,Household,NCT06,2015,0.038816115
LowFat,18.35,224.0746,SupermarketType1,4.4,Small,Tier2,OUT045,Household,NCI18,2015,0.014052469
LowFat,20.2,188.3898,SupermarketType1,4.4,Small,Tier2,OUT045,Household,NCB43,2015,0.100114941
LowFat,14.8,189.2846,SupermarketType1,4.4,Small,Tier2,OUT045,Meat,FDQ39,2015,0.081206491
LowFat,11.65,111.586,SupermarketType1,4.4,Small,Tier2,OUT045,Seafood,FDK45,2015,0.033926852
LowFat,17.85,211.656,SupermarketType1,4.4,Small,Tier2,OUT045,SnackFoods,FDK33,2015,0.011258035
LowFat,7.445,75.5354,SupermarketType1,4.4,Small,Tier2,OUT017,BakingGoods,FDK48,2020,0.037845086
LowFat,13.5,85.154,SupermarketType1,4.4,Small,Tier2,OUT017,BakingGoods,FDH48,2020,0.06082246
LowFat,17.6,173.7422,SupermarketType1,4.4,Small,Tier2,OUT017,Dairy,FDZ38,2020,0.008046275
LowFat,20.7,74.667,SupermarketType1,4.4,Small,Tier2,OUT017,Dairy,DRH39,2020,0.093214498
LowFat,7.36,56.3588,SupermarketType1,4.4,Small,Tier2,OUT017,FrozenFoods,FDK04,2020,0.052607932
LowFat,19.7,108.6912,SupermarketType1,4.4,Small,Tier2,OUT017,FrozenFoods,FDQ16,2020,0.041974489
LowFat,7.365,228.372,SupermarketType1,4.4,Small,Tier2,OUT017,FruitsandVegetables,FDX20,2020,0.04280099
LowFat,15.6,114.4518,SupermarketType1,4.4,Small,Tier2,OUT017,FruitsandVegetables,FDC44,2020,0.173573164
LowFat,8.395,251.504,SupermarketType1,4.4,Small,Tier2,OUT017,HardDrinks,DRK23,2020,0.072383777
LowFat,10.195,114.486,SupermarketType1,4.4,Small,Tier2,OUT017,HardDrinks,DRO47,2020,0.112859454
LowFat,18.35,188.1872,SupermarketType1,4.4,Small,Tier2,OUT017,HardDrinks,DRJ23,2020,0.041904578
LowFat,7.5,175.3028,SupermarketType1,4.4,Small,Tier2,OUT017,HealthandHygiene,NCL53,2020,0.036439878
LowFat,8.645,95.441,SupermarketType1,4.4,Small,Tier2,OUT017,HealthandHygiene,NCI17,2020,0.1442339
LowFat,9.695,156.4604,SupermarketType1,4.4,Small,Tier2,OUT017,HealthandHygiene,NCL29,2020,0.114583922
LowFat,11.395,47.2034,SupermarketType1,4.4,Small,Tier2,OUT017,HealthandHygiene,NCA53,2020,0.009934335
LowFat,14.35,109.8228,SupermarketType1,4.4,Small,Tier2,OUT017,HealthandHygiene,NCV41,2020,0.017135155
LowFat,20.7,151.7366,SupermarketType1,4.4,High,Tier2,OUT017,Household,NCP06,2020,0.039467795
LowFat,12.65,53.5324,SupermarketType1,4.4,High,Tier2,OUT017,Meat,FDP39,2020,0.069817659
LowFat,16.35,165.7842,SupermarketType1,4.4,High,Tier2,OUT017,Meat,FDV51,2020,0.03272295
LowFat,8.395,100.1042,SupermarketType1,4.4,High,Tier2,OUT017,SnackFoods,FDL10,2020,0.039715591
Regular,6.215,224.5062,SupermarketType1,4.4,High,Tier2,OUT045,BakingGoods,FDT12,2015,0.049722335
Regular,8.71,185.6924,SupermarketType1,4.4,High,Tier2,OUT045,Canned,FDD26,2015,0.072301795
Regular,12.6,105.099,SupermarketType1,4.4,High,Tier2,OUT045,FrozenFoods,FDN16,2015,0.062827447
Regular,13.3,60.8536,SupermarketType1,4.4,High,Tier2,OUT045,FruitsandVegetables,FDG56,2015,0.071597469
Regular,13.6,157.7946,SupermarketType1,4.4,High,Tier2,OUT045,FruitsandVegetables,FDT55,2015,0.043743689
Regular,16.1,97.841,SupermarketType1,4.4,High,Tier2,OUT045,FruitsandVegetables,FDH20,2015,0.024999711
Regular,16.25,154.2682,SupermarketType1,4.4,High,Tier2,OUT045,FruitsandVegetables,FDK32,2015,0.049074897
Regular,15.15,129.9284,SupermarketType1,4.4,High,Tier2,OUT045,SnackFoods,FDT09,2015,0.012288171
Regular,10.5,164.121,SupermarketType1,4.4,High,Tier2,OUT017,BakingGoods,FDA47,2020,0.11733375
Regular,7.05,222.1088,SupermarketType1,4.4,High,Tier2,OUT017,Breads,FDS11,2020,0.05587277
Regular,13.85,233.83,SupermarketType1,4.4,High,Tier2,OUT017,Breakfast,FDL13,2020,0.056637129
Regular,11.3,258.1962,SupermarketType1,4.4,High,Tier2,OUT017,FrozenFoods,FDA04,2020,0.067107448
Regular,10.3,191.553,SupermarketType1,4.4,Medium,Tier2,OUT017,FruitsandVegetables,FDF21,2020,0.059160135
Regular,9.3,156.1314,SupermarketType1,4.4,Medium,Tier2,OUT017,Meat,FDR15,2020,0.03362713
Regular,11.8,99.8674,SupermarketType1,4.4,Medium,Tier2,OUT017,Meat,FDM51,2020,0.026072872
Regular,7.21,103.1332,SupermarketType1,4.4,Medium,Tier2,OUT017,SnackFoods,FDN46,2020,0
Regular,7.64,95.012,SupermarketType1,4.4,Medium,Tier2,OUT017,SnackFoods,FDI58,2020,0.071104408
Regular,11.65,85.1908,SupermarketType1,4.4,Medium,Tier2,OUT017,SnackFoods,FDM57,2020,0.076278201
Regular,14.5,159.7262,SupermarketType1,4.4,Medium,Tier2,OUT017,SnackFoods,FDY33,2020,0.097750937
lowfat,13.35,229.9352,SupermarketType1,4.4,Medium,Tier2,OUT017,Dairy,FDU02,2020,0.103091351
reg,17.7,80.8276,SupermarketType1,4.4,Medium,Tier2,OUT017,FruitsandVegetables,FDD32,2020,0.041163522
reg,20.25,220.5772,SupermarketType1,4.4,Medium,Tier2,OUT017,FruitsandVegetables,FDB57,2020,0.018911474
LF,20.7,152.8366,SupermarketType1,4.4,Small,Tier2,OUT035,Household,NCP06,2017,0.039238384
LowFat,11,126.0046,SupermarketType1,4.4,Small,Tier2,OUT035,Breads,FDV23,2017,0.105816753
LowFat,6.425,115.5808,SupermarketType1,4.4,Small,Tier2,OUT035,Canned,FDH38,2017,0.010436256
LowFat,16.2,100.37,SupermarketType1,4.4,Small,Tier2,OUT035,Canned,FDX37,2017,0.063017421
LowFat,16.5,207.2638,SupermarketType1,4.4,Small,Tier2,OUT035,Canned,FDN02,2017,0.073813788
LowFat,7.93,121.5414,SupermarketType1,4.4,Small,Tier2,OUT035,FrozenFoods,FDU04,2017,0.005547386
LowFat,12.85,38.3164,SupermarketType1,4.4,Small,Tier2,OUT035,FrozenFoods,FDX40,2017,0
LowFat,7.365,225.172,SupermarketType1,4.4,Small,Tier2,OUT035,FruitsandVegetables,FDX20,2017,0.042552205
LowFat,15.1,216.1166,SupermarketType1,4.4,Small,Tier2,OUT035,FruitsandVegetables,FDX55,2017,0.055195461
LowFat,8.21,149.5392,SupermarketType1,4.4,Small,Tier2,OUT035,HardDrinks,DRK11,2017,0.010762387
LowFat,18.35,105.2938,SupermarketType1,4.4,Small,Tier2,OUT035,HardDrinks,DRL23,2017,0.015301418
LowFat,8.235,184.795,SupermarketType1,4.4,Small,Tier2,OUT035,HealthandHygiene,NCN05,2017,0.014456938
LowFat,8.42,216.0192,SupermarketType1,4.4,Small,Tier2,OUT035,Household,NCH43,2017,0.070555571
LowFat,6.48,147.0076,SupermarketType1,4.4,Small,Tier2,OUT035,SnackFoods,FDA33,2017,0.033893487
LowFat,13.15,182.895,SupermarketType1,4.4,Small,Tier2,OUT035,SnackFoods,FDX58,2017,0.043755405
LowFat,13.65,185.2924,SupermarketType1,4.4,Small,Tier2,OUT035,SnackFoods,FDA21,2017,0.03595391
LowFat,15.85,37.5164,SupermarketType1,4.4,Small,Tier2,OUT035,StarchyFoods,FDG59,2017,0.043226398
Regular,15.85,60.222,SupermarketType1,4.4,Small,Tier2,OUT035,BakingGoods,FDL12,2017,0.121609722
Regular,9.5,77.896,SupermarketType1,4.4,Small,Tier2,OUT035,Canned,FDU37,2017,0.104488444
Regular,13.65,100.07,SupermarketType1,4.4,Small,Tier2,OUT035,Canned,FDE14,2017,0.031439206
Regular,20.25,94.312,SupermarketType1,4.4,Small,Tier2,OUT035,Canned,FDB14,2017,0.102704495
Regular,18.85,119.044,SupermarketType1,4.4,Small,Tier2,OUT035,Dairy,FDT26,2017,0.067940657
Regular,13.8,75.8012,SupermarketType1,4.4,Small,Tier2,OUT035,FruitsandVegetables,FDS19,2017,0.064195136
Regular,12,99.9042,SupermarketType1,4.4,Small,Tier2,OUT035,Meat,FDH31,2017,0.020407296
Regular,16.75,73.2038,SupermarketType1,4.4,Small,Tier2,OUT035,Meat,FDO15,2017,0.008564925
Regular,11.5,109.5254,SupermarketType1,4.4,Small,Tier2,OUT035,SnackFoods,FDG34,2017,0.037563325
Regular,13.5,95.4068,SupermarketType1,4.4,Small,Tier2,OUT035,StarchyFoods,FDH47,2017,0.128791854
reg,13.8,90.9172,SupermarketType1,4.4,Small,Tier2,OUT035,Canned,FDL38,2017,0.014730322
LF,8.52,153.5682,GroceryStore,4.4,Medium,Tier3,OUT010,SoftDrinks,DRL60,2011,0.045291822
LowFat,6.65,147.0734,GroceryStore,4.4,Medium,Tier3,OUT010,Canned,FDK38,2011,0.089196394
LowFat,16.7,109.1886,GroceryStore,4.4,Medium,Tier3,OUT010,Dairy,FDR02,2011,0.036933417
LowFat,17.25,170.3764,GroceryStore,4.4,Medium,Tier3,OUT010,Dairy,DRI51,2011,0.070703828
LowFat,15.6,77.367,GroceryStore,4.4,Medium,Tier3,OUT010,FrozenFoods,FDC41,2011,0.195688803
LowFat,6.825,262.7226,GroceryStore,4.4,Medium,Tier3,OUT010,HealthandHygiene,NCM05,2011,0.100171568
LowFat,8.6,141.1154,GroceryStore,4.4,Medium,Tier3,OUT010,HealthandHygiene,NCI29,2011,0.054601779
LowFat,12.15,226.5404,GroceryStore,4.4,Medium,Tier3,OUT010,HealthandHygiene,NCR53,2011,0.242768664
LowFat,6.235,258.9962,GroceryStore,4.4,Medium,Tier3,OUT010,Household,NCF06,2011,0.033807904
LowFat,6.26,111.0228,GroceryStore,4.4,Medium,Tier3,OUT010,Household,NCV42,2011,0.052593952
LowFat,8.88,207.727,GroceryStore,4.4,Medium,Tier3,OUT010,Household,NCU54,2011,0.165073642
LowFat,9.6,166.9184,GroceryStore,4.4,Medium,Tier3,OUT010,Household,NCK18,2011,0.011211251
LowFat,16.6,176.6344,GroceryStore,4.4,Medium,Tier3,OUT010,Household,NCC30,2011,0.046161923
LowFat,17.35,177.5712,GroceryStore,4.4,Medium,Tier3,OUT010,Household,NCF42,2011,0.280164929
LowFat,15.2,256.033,GroceryStore,4.4,High,Tier3,OUT010,Meat,FDP15,2011,0
